state,county,geoid,address_count,total_rows,ll_uuid,a_id,a_address,a_saddno,a_saddpref,a_saddstr,a_saddsttyp,a_saddstsuf,a_sunit,a_szip5,a_szip,a_carte,a_crtype,a_scity,a_state2,a_county,a_delvseqno,a_usps_elotseq,a_usps_elotsort,a_resbus,a_pmbdesc,a_pmbno,a_dpv_confirm,a_dpv_footnotes,a_default_match,a_lacsflag,a_usps_vacancy,a_nostats,a_error_code,a_extrainfo,a_dpv_type,a_geocodetype,a_moddate,a_census_blockgroup,a_lat,a_lon,a_geoid
UT,Daggett,49009,"1,849","1,874",61%,100%,100%,100%,60%,100%,40%,19%,0%,100%,100%,100%,100%,100%,100%,100%,100%,46%,46%,100%,0%,0%,99%,100%,100%,100%,100%,100%,100%,0%,99%,100%,100%,100%,100%,100%,100%
UT,Davis,49011,"143,443","147,593",90%,100%,100%,100%,73%,100%,41%,52%,18%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
UT,Duchesne,49013,"10,962","11,040",45%,100%,100%,100%,47%,100%,14%,36%,5%,100%,100%,100%,100%,100%,100%,100%,100%,91%,91%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,95%,100%,95%,100%,100%,100%
UT,Emery,49015,"8,279","8,528",38%,100%,100%,100%,38%,100%,19%,19%,0%,100%,100%,100%,100%,100%,100%,100%,100%,63%,63%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
UT,Garfield,49017,"4,683","4,728",39%,100%,100%,100%,40%,100%,16%,23%,0%,100%,100%,100%,100%,100%,100%,100%,99%,59%,59%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
UT,Grand,49019,"7,772","7,892",70%,100%,100%,100%,29%,100%,60%,16%,17%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
UT,Iron,49021,"34,248","34,493",69%,100%,100%,100%,67%,100%,33%,39%,17%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,99%,100%,100%,100%
UT,Juab,49023,"5,995","6,147",59%,100%,100%,100%,64%,100%,18%,44%,3%,100%,100%,99%,99%,100%,100%,100%,100%,75%,75%,100%,0%,0%,99%,100%,100%,100%,100%,100%,100%,0%,99%,100%,100%,100%,100%,100%,100%
UT,Kane,49025,"15,273","15,338",21%,100%,100%,100%,22%,100%,80%,8%,2%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,98%,100%,98%,100%,100%,100%
UT,Millard,49027,"9,197","9,294",54%,100%,100%,100%,55%,100%,15%,42%,4%,100%,100%,100%,100%,100%,100%,100%,100%,86%,86%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
UT,Morgan,49029,"5,661","5,701",82%,100%,100%,100%,56%,100%,61%,21%,2%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,99%,100%,100%,100%,100%,100%,100%,1%,99%,100%,100%,100%,100%,100%,100%
UT,Piute,49031,"1,170","1,187",28%,100%,100%,100%,29%,100%,19%,9%,0%,100%,100%,100%,100%,100%,100%,100%,100%,73%,73%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,92%,100%,93%,100%,100%,100%
UT,Rich,49033,"3,155","3,356",49%,100%,100%,100%,44%,100%,41%,8%,0%,100%,100%,100%,100%,100%,100%,100%,100%,59%,59%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
UT,Salt Lake,49035,"518,699","527,118",90%,100%,100%,100%,91%,100%,66%,26%,26%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
UT,San Juan,49037,"9,113","9,344",21%,100%,100%,100%,28%,100%,14%,16%,3%,100%,100%,100%,100%,100%,100%,100%,100%,91%,91%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,98%,100%,98%,100%,100%,100%
UT,Sanpete,49039,"12,780","12,854",9%,100%,100%,100%,49%,100%,9%,41%,5%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,98%,100%,100%,100%
UT,Sevier,49041,"13,193","13,443",70%,100%,100%,100%,71%,100%,23%,49%,6%,100%,100%,100%,100%,100%,100%,100%,100%,82%,82%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
UT,Summit,49043,"34,750","35,155",67%,100%,100%,100%,16%,100%,64%,6%,15%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
UT,Tooele,49045,"34,583","34,878",83%,100%,100%,100%,57%,100%,65%,21%,7%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
UT,Uintah,49047,"19,166","19,887",70%,100%,100%,100%,72%,100%,9%,65%,13%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,95%,100%,100%,100%
UT,Utah,49049,"274,861","281,436",85%,100%,100%,100%,85%,100%,37%,54%,15%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,98%,100%,96%,100%,100%,100%
UT,Wasatch,49051,"21,613","21,737",85%,100%,100%,100%,71%,100%,60%,28%,12%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
UT,Washington,49053,"110,691","114,584",85%,100%,100%,100%,76%,100%,54%,33%,25%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
UT,Wayne,49055,"2,207","2,288",31%,100%,100%,100%,31%,100%,16%,13%,0%,100%,100%,100%,100%,100%,100%,100%,100%,74%,74%,100%,0%,0%,99%,100%,100%,100%,100%,100%,100%,0%,99%,100%,100%,99%,100%,100%,100%
UT,Weber,49057,"115,754","118,458",89%,100%,100%,100%,61%,100%,41%,51%,18%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,95%,100%,100%,100%
VT,Addison,50001,"25,366","25,563",69%,100%,100%,100%,6%,100%,65%,2%,8%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VT,Bennington,50003,"28,828","29,064",59%,100%,100%,100%,3%,100%,58%,2%,7%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VT,Caledonia,50005,"21,095","21,228",61%,100%,100%,100%,3%,100%,60%,2%,7%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VT,Chittenden,50007,"90,804","92,032",77%,100%,100%,100%,6%,100%,81%,0%,23%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,94%,100%,100%,100%
VT,Essex,50009,"5,658","5,703",47%,100%,100%,100%,4%,100%,42%,1%,1%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VT,Franklin,50011,"29,971","30,126",75%,100%,100%,100%,6%,100%,75%,0%,11%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VT,Grand Isle,50013,"6,547","6,580",68%,100%,100%,100%,12%,100%,61%,7%,2%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
VT,Lamoille,50015,"20,092","20,428",60%,100%,100%,100%,4%,100%,60%,2%,11%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VT,Orange,50017,"20,068","20,188",63%,100%,100%,100%,3%,100%,57%,2%,4%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VT,Orleans,50019,"23,052","23,224",59%,100%,100%,100%,3%,100%,56%,1%,7%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,99%,100%,100%,100%,100%,100%,100%,0%,99%,100%,100%,98%,100%,100%,100%
VT,Rutland,50021,"44,632","45,516",65%,100%,100%,100%,5%,100%,65%,2%,9%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
VT,Washington,50023,"38,900","39,359",70%,100%,100%,100%,7%,100%,70%,1%,16%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
VT,Windham,50025,"39,551","39,893",55%,100%,100%,100%,2%,100%,57%,1%,13%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,93%,100%,100%,100%
VT,Windsor,50027,"48,769","48,999",56%,100%,100%,100%,3%,100%,55%,1%,9%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Accomack,51001,"29,630","29,942",53%,100%,100%,100%,0%,100%,54%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
VA,Albemarle,51003,"60,497","60,573",88%,100%,100%,100%,1%,100%,89%,1%,19%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Alleghany,51005,"9,586","12,223",84%,100%,100%,100%,6%,100%,88%,0%,7%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Amelia,51007,"7,439","7,733",86%,100%,100%,100%,5%,100%,88%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Amherst,51009,"19,716","24,268",78%,100%,100%,100%,6%,100%,82%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Appomattox,51011,"10,033","10,201",78%,100%,100%,100%,1%,100%,79%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Arlington,51013,"135,202","135,286",88%,100%,100%,100%,49%,100%,92%,23%,62%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
VA,Augusta,51015,"41,858","42,703",82%,100%,100%,100%,2%,100%,84%,0%,7%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Bath,51017,"4,232","4,614",61%,100%,100%,100%,1%,100%,63%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Bedford,51019,"46,746","48,550",86%,100%,100%,100%,3%,100%,88%,0%,6%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Bland,51021,"4,193","4,588",74%,100%,100%,100%,16%,100%,77%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Botetourt,51023,"20,609","20,649",75%,100%,100%,100%,2%,100%,77%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Brunswick,51025,"11,109","12,262",74%,100%,100%,100%,4%,100%,76%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Buchanan,51027,"16,911","17,039",49%,100%,100%,100%,0%,100%,51%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Buckingham,51029,"9,780","9,836",79%,100%,100%,100%,11%,100%,82%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Campbell,51031,"33,663","33,830",83%,100%,100%,100%,1%,100%,85%,0%,9%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Caroline,51033,"18,088","18,637",75%,100%,100%,100%,1%,100%,77%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Carroll,51035,"20,234","20,704",83%,100%,100%,100%,3%,100%,85%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Charles City,51036,"4,142","4,428",86%,100%,100%,100%,4%,100%,91%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Charlotte,51037,"9,053","10,200",70%,100%,100%,100%,0%,100%,73%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Chesterfield,51041,"171,228","171,588",94%,100%,100%,100%,2%,100%,95%,1%,12%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Clarke,51043,"8,525","8,728",80%,100%,100%,100%,8%,100%,81%,0%,4%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Craig,51045,"3,213","4,371",84%,100%,100%,100%,0%,100%,82%,1%,2%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Culpeper,51047,"25,893","26,108",83%,100%,100%,100%,7%,100%,85%,0%,8%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Cumberland,51049,"5,607","5,880",88%,100%,100%,100%,2%,100%,92%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Dickenson,51051,"10,793","10,917",63%,100%,100%,100%,1%,100%,67%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Dinwiddie,51053,"15,706","17,051",85%,100%,100%,100%,0%,100%,87%,0%,4%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Essex,51057,"8,738","8,779",57%,100%,100%,100%,1%,100%,58%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Fairfax,51059,"518,317","518,709",85%,100%,100%,100%,2%,100%,91%,1%,29%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
VA,Fauquier,51061,"38,965","39,032",78%,100%,100%,100%,3%,100%,79%,1%,6%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,93%,100%,100%,100%
VA,Floyd,51063,"10,270","10,316",80%,100%,100%,100%,2%,100%,84%,80%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Fluvanna,51065,"13,628","13,982",89%,100%,100%,100%,4%,100%,90%,1%,1%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Franklin,51067,"35,256","35,701",83%,100%,100%,100%,2%,100%,87%,0%,6%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Frederick,51069,"44,582","44,855",91%,100%,100%,100%,2%,100%,92%,0%,7%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Giles,51071,"12,672","12,712",66%,100%,100%,100%,1%,100%,70%,0%,5%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Gloucester,51073,"26,136","26,251",67%,100%,100%,100%,0%,100%,69%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Goochland,51075,"14,733","14,805",84%,100%,100%,100%,2%,100%,86%,3%,2%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Grayson,51077,"10,909","12,030",82%,100%,100%,100%,3%,100%,84%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Greene,51079,"11,178","11,364",81%,100%,100%,100%,2%,100%,82%,1%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Greensville,51081,"5,357","5,428",79%,100%,100%,100%,1%,100%,85%,0%,6%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Halifax,51083,"23,989","26,479",81%,100%,100%,100%,4%,100%,84%,0%,5%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Hanover,51085,"59,997","62,911",88%,100%,100%,100%,3%,100%,90%,0%,12%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Henrico,51087,"172,654","173,127",92%,100%,100%,100%,6%,100%,93%,0%,23%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
VA,Henry,51089,"34,459","47,013",84%,100%,100%,100%,1%,100%,85%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Highland,51091,"2,334","2,759",64%,100%,100%,100%,1%,100%,67%,3%,0%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Isle of Wight,51093,"22,686","23,225",88%,100%,100%,100%,4%,100%,86%,1%,10%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
VA,James City,51095,"42,106","42,122",92%,100%,100%,100%,3%,100%,79%,2%,12%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,King and Queen,51097,"5,095","5,194",65%,100%,100%,100%,0%,100%,67%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,King George,51099,"16,193","16,229",72%,100%,100%,100%,0%,100%,78%,0%,8%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,King William,51101,"10,795","11,609",74%,100%,100%,100%,6%,100%,76%,1%,2%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Lancaster,51103,"11,700","11,962",58%,100%,100%,100%,2%,100%,59%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Lee,51105,"15,575","31,011",84%,100%,100%,100%,2%,100%,83%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Loudoun,51107,"176,117","176,277",89%,100%,100%,100%,4%,100%,92%,11%,18%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,93%,100%,100%,100%
VA,Louisa,51109,"22,631","22,705",86%,100%,100%,100%,4%,100%,87%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Lunenburg,51111,"8,074","9,903",77%,100%,100%,100%,7%,100%,78%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Madison,51113,"8,852","9,026",70%,100%,100%,100%,9%,100%,71%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Mathews,51115,"8,964","8,973",42%,100%,100%,100%,2%,100%,44%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Mecklenburg,51117,"24,579","24,844",75%,100%,100%,100%,8%,100%,72%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Middlesex,51119,"10,869","11,297",55%,100%,100%,100%,0%,100%,56%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Montgomery,51121,"54,915","58,373",85%,100%,100%,100%,5%,100%,87%,8%,23%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
VA,Nelson,51125,"11,202","12,618",73%,100%,100%,100%,1%,100%,76%,1%,1%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,100%,100%,100%,100%
VA,New Kent,51127,"13,409","16,533",85%,100%,100%,100%,6%,100%,88%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Northampton,51131,"11,717","12,146",48%,100%,100%,100%,0%,100%,52%,0%,4%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Northumberland,51133,"11,544","12,732",71%,100%,100%,100%,1%,100%,73%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Nottoway,51135,"8,969","11,735",85%,100%,100%,100%,25%,100%,88%,0%,5%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
