geoid,state,county,city,path,last_refresh,parcels_total,parcels_in_zone,zones_total,distinct_municipalities,last_date_modified,ogc_fid_pct,zoning_id_pct,municipality_id_pct,municipality_name_pct,zoning_pct,zoning_description_pct,zoning_type_pct,zoning_subtype_pct,zoning_guide_pct,zoning_code_link_pct,permitted_land_uses_pct,land_use_flags_permitted_pct,land_use_flags_conditional_pct,min_lot_area_sq_ft_pct,min_lot_width_ft_pct,max_building_height_ft_pct,max_far_pct,max_coverage_pct_pct,min_front_setback_ft_pct,min_rear_setback_ft_pct,max_impervious_coverage_pct_pct,min_side_setback_ft_pct,min_landscaped_space_pct_pct,min_open_space_pct_pct,max_density_du_per_acre_pct,zoning_data_date_pct,path_pct,centroid_pct
46081,SD,Lawrence,,/us/sd/lawrence,2025-04-15,"21,824","7,180",213,3,2025-02-07,100%,100%,100%,100%,100%,100%,100%,100%,31%,100%,77%,77%,68%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
46083,SD,Lincoln,,/us/sd/lincoln,2025-05-13,"31,894","13,667","1,006",2,2025-01-03,100%,100%,100%,100%,100%,100%,100%,100%,2%,100%,100%,98%,83%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
46085,SD,Lyman,,/us/sd/lyman,2025-10-15,"10,322",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
46087,SD,McCook,,/us/sd/mccook,2024-01-30,"6,658",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
46089,SD,McPherson,,/us/sd/mcpherson,2025-05-13,"8,787",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
46091,SD,Marshall,,/us/sd/marshall,2025-05-13,"10,594",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
46093,SD,Meade,,/us/sd/meade,2025-07-22,"20,852",0,6,1,2025-02-07,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
46095,SD,Mellette,,/us/sd/mellette,2025-05-13,"7,530",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
46097,SD,Miner,,/us/sd/miner,2025-07-22,"5,312",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
46099,SD,Minnehaha,,/us/sd/minnehaha,2025-10-28,"75,884","56,991","5,997",2,2024-05-06,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,98%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
46101,SD,Moody,,/us/sd/moody,2024-01-30,"6,182","1,201",22,1,2024-11-14,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,95%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
46102,SD,Oglala Lakota,,/us/sd/oglala-lakota,2025-07-22,"1,524",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
46103,SD,Pennington,,/us/sd/pennington,2025-07-22,"54,369","48,834","5,720",2,2025-02-07,100%,100%,100%,100%,100%,100%,100%,100%,48%,100%,98%,94%,18%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
46105,SD,Perkins,,/us/sd/perkins,2023-02-28,"15,698",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
46107,SD,Potter,,/us/sd/potter,2025-05-13,"7,023",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
46109,SD,Roberts,,/us/sd/roberts,2025-07-22,"14,534",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
46111,SD,Sanborn,,/us/sd/sanborn,2025-05-13,"5,070",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
46115,SD,Spink,,/us/sd/spink,2024-10-10,"11,671",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
46117,SD,Stanley,,/us/sd/stanley,2025-05-13,"11,121",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
46119,SD,Sully,,/us/sd/sully,2025-05-13,"6,690",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
46121,SD,Todd,,/us/sd/todd,2025-10-15,"4,897",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
46123,SD,Tripp,,/us/sd/tripp,2025-07-22,"10,465",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
46125,SD,Turner,,/us/sd/turner,2025-04-29,"10,032",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
46127,SD,Union,,/us/sd/union,2024-01-30,"13,408","1,211",42,1,2024-11-18,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,93%,62%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
46129,SD,Walworth,,/us/sd/walworth,2024-01-30,"8,023",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
46135,SD,Yankton,,/us/sd/yankton,2024-01-30,"15,720",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
46137,SD,Ziebach,,/us/sd/ziebach,2025-05-13,"9,346",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
47001,TN,Anderson,,/us/tn/anderson,2025-05-13,"36,290","34,392","1,347",5,2025-04-22,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,95%,58%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47003,TN,Bedford,,/us/tn/bedford,2025-05-13,"23,679","22,995",264,2,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,91%,49%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47005,TN,Benton,,/us/tn/benton,2025-05-13,"16,471","16,470",115,3,2025-07-04,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,23%,23%,1%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47007,TN,Bledsoe,,/us/tn/bledsoe,2025-05-13,"11,186",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
47009,TN,Blount,,/us/tn/blount,2025-06-24,"66,659","62,953",941,4,2025-04-23,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,82%,32%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47011,TN,Bradley,,/us/tn/bradley,2025-07-22,"57,358","54,374","2,525",2,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,82%,42%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47013,TN,Campbell,,/us/tn/campbell,2025-05-13,"27,582","4,877",68,3,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,88%,28%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47015,TN,Cannon,,/us/tn/cannon,2025-05-13,"8,368","6,852",378,3,2025-05-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,19%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47017,TN,Carroll,,/us/tn/carroll,2025-03-18,"19,701","6,515",109,5,2025-07-28,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,11%,11%,4%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47019,TN,Carter,,/us/tn/carter,2025-05-28,"32,146","6,599",150,4,2025-07-03,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,67%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47021,TN,Cheatham,,/us/tn/cheatham,2025-06-24,"21,502","21,421","1,332",6,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,93%,43%,49%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47023,TN,Chester,,/us/tn/chester,2023-02-14,"10,123",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
47025,TN,Claiborne,,/us/tn/claiborne,2025-05-13,"22,377","3,943",82,3,2025-07-01,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,37%,37%,5%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47027,TN,Clay,,/us/tn/clay,2025-05-13,"7,051","7,027",18,2,2025-07-04,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47029,TN,Cocke,,/us/tn/cocke,2025-05-13,"25,108","24,956","1,625",2,2025-04-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47031,TN,Coffee,,/us/tn/coffee,2025-05-13,"32,135","31,978","1,181",3,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,56%,55%,39%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47033,TN,Crockett,,/us/tn/crockett,2025-05-13,"10,090","1,262",26,1,2025-07-04,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47035,TN,Cumberland,,/us/tn/cumberland,2025-11-11,"66,336","65,254",81,2,2025-04-29,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47037,TN,Davidson,,/us/tn/davidson,2025-11-11,"284,425","284,297","4,954",12,2025-05-16,100%,100%,100%,100%,100%,100%,100%,100%,8%,100%,100%,86%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47039,TN,Decatur,,/us/tn/decatur,2025-05-13,"14,036","1,515",33,1,2025-04-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,15%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47041,TN,DeKalb,,/us/tn/dekalb,2025-05-13,"18,159","17,720",95,5,2025-05-16,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,73%,68%,38%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47043,TN,Dickson,,/us/tn/dickson,2025-05-13,"27,890","26,808",434,6,2025-05-06,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,50%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47045,TN,Dyer,,/us/tn/dyer,2025-05-13,"21,567","21,189",251,3,2025-04-22,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,86%,8%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47047,TN,Fayette,,/us/tn/fayette,2025-05-13,"26,171","19,865",873,6,2025-07-16,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,93%,15%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47049,TN,Fentress,,/us/tn/fentress,2025-05-13,"16,126","14,659",13,1,2025-04-17,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47051,TN,Franklin,,/us/tn/franklin,2025-05-13,"26,414","7,712",175,5,2025-07-16,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,91%,88%,19%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47053,TN,Gibson,,/us/tn/gibson,2025-05-13,"30,632","10,912",124,3,2025-04-17,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,13%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47055,TN,Giles,,/us/tn/giles,2025-05-13,"18,659","3,695",427,2,2025-05-06,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,87%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47057,TN,Grainger,,/us/tn/grainger,2025-05-13,"15,490",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
47059,TN,Greene,,/us/tn/greene,2025-11-11,"43,336","10,626",228,6,2025-09-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,22%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47061,TN,Grundy,,/us/tn/grundy,2025-05-13,"11,849",710,23,2,2025-05-05,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,26%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47063,TN,Hamblen,,/us/tn/hamblen,2025-05-13,"30,525","30,522",626,2,2025-04-23,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,41%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47065,TN,Hamilton,,/us/tn/hamilton,2025-11-11,"167,063","166,046","5,221",13,2025-07-16,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,60%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47067,TN,Hancock,,/us/tn/hancock,2025-05-13,"6,091",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
47069,TN,Hardeman,,/us/tn/hardeman,2025-11-11,"20,525","15,683",126,1,2025-07-28,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,15%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47071,TN,Hardin,,/us/tn/hardin,2025-05-13,"28,324","4,092",39,1,2025-04-22,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,23%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47073,TN,Hawkins,,/us/tn/hawkins,2025-05-13,"35,082","10,787",312,7,2025-09-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,93%,41%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47075,TN,Haywood,,/us/tn/haywood,2025-11-11,"11,677","11,660",153,3,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,50%,50%,44%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47077,TN,Henderson,,/us/tn/henderson,2025-05-13,"17,922","4,381",91,2,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,14%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47079,TN,Henry,,/us/tn/henry,2025-05-13,"25,907","25,044",705,3,2025-07-16,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,96%,95%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47081,TN,Hickman,,/us/tn/hickman,2022-05-10,"18,963",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
47083,TN,Houston,,/us/tn/houston,2025-11-11,"6,621",914,21,1,2025-07-16,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,38%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47085,TN,Humphreys,,/us/tn/humphreys,2025-05-13,"13,479",941,17,1,2025-04-29,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,71%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47087,TN,Jackson,,/us/tn/jackson,2025-05-13,"8,964",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
47089,TN,Jefferson,,/us/tn/jefferson,2025-05-13,"34,910","5,433",119,2,2025-05-06,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,46%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47091,TN,Johnson,,/us/tn/johnson,2025-05-13,"14,133","1,546",27,1,2025-04-29,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,70%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47093,TN,Knox,,/us/tn/knox,2025-02-04,"205,744","205,688","11,334",4,2025-08-21,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,77%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47095,TN,Lake,,/us/tn/lake,2025-05-13,"3,894",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
47097,TN,Lauderdale,,/us/tn/lauderdale,2025-05-13,"13,731","3,444",46,1,2025-05-01,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,43%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47099,TN,Lawrence,,/us/tn/lawrence,2025-05-13,"25,360","5,554",79,1,2025-05-05,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,68%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47101,TN,Lewis,,/us/tn/lewis,2025-05-13,"8,512","8,494",47,2,2025-05-01,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,87%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47103,TN,Lincoln,,/us/tn/lincoln,2025-05-13,"19,796","19,509",155,2,2025-05-14,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,75%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47105,TN,Loudon,,/us/tn/loudon,2025-05-28,"36,095","36,030",507,5,2025-05-27,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,98%,46%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47107,TN,McMinn,,/us/tn/mcminn,2025-10-15,"31,160","30,790",876,6,2025-05-06,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,89%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47109,TN,McNairy,,/us/tn/mcnairy,2025-05-13,"18,981","2,995",41,2,2025-07-28,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47111,TN,Macon,,/us/tn/macon,2025-05-13,"14,083",701,24,1,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47113,TN,Madison,,/us/tn/madison,2025-05-13,"49,072","49,013",738,4,2025-05-16,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,71%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47115,TN,Marion,,/us/tn/marion,2025-05-13,"21,921","21,156",166,8,2025-07-16,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,81%,72%,46%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47117,TN,Marshall,,/us/tn/marshall,2025-05-13,"18,781","7,131",108,2,2025-05-05,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,94%,49%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47119,TN,Maury,,/us/tn/maury,2025-04-15,"49,639","49,233","1,728",4,2025-05-06,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,94%,81%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47121,TN,Meigs,,/us/tn/meigs,2025-11-11,"9,658","9,636",109,2,2025-05-06,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,82%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47123,TN,Monroe,,/us/tn/monroe,2025-11-11,"30,198","7,623",188,5,2025-05-27,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,31%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47125,TN,Montgomery,,/us/tn/montgomery,2025-02-04,"96,419","96,360","5,464",4,2025-05-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47127,TN,Moore,,/us/tn/moore,2025-05-13,"4,222",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
47129,TN,Morgan,,/us/tn/morgan,2025-05-13,"14,215",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
47131,TN,Obion,,/us/tn/obion,2025-05-13,"19,939","5,163",74,1,2025-05-06,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,15%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47133,TN,Overton,,/us/tn/overton,2025-05-13,"15,347","15,313",53,2,2025-05-06,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,83%,79%,32%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47135,TN,Perry,,/us/tn/perry,2024-07-02,"9,346",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
47137,TN,Pickett,,/us/tn/pickett,2025-05-13,"5,869",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
47139,TN,Polk,,/us/tn/polk,2025-05-13,"13,015","12,600",32,3,2025-07-18,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,81%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47141,TN,Putnam,,/us/tn/putnam,2025-05-13,"37,958","37,940",324,5,2025-05-07,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,95%,77%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47143,TN,Rhea,,/us/tn/rhea,2025-05-13,"21,244","21,230",115,4,2025-07-18,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,41%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47145,TN,Roane,,/us/tn/roane,2025-05-13,"35,663","11,879",217,6,2025-05-27,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,91%,43%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47147,TN,Robertson,,/us/tn/robertson,2025-06-24,"36,819","33,588","3,095",13,2025-09-12,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47149,TN,Rutherford,,/us/tn/rutherford,2025-02-04,"126,433","119,826","6,035",7,2025-06-24,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,92%,84%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
47151,TN,Scott,,/us/tn/scott,2025-05-13,"15,173",894,30,1,2025-07-28,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
